id,name,description,short_description,category,sub_category,grade,star,sprite,sprite_product,order,enchant_level,enchant_point,max_stack,option,option_client_only,price,sell_price,cash,ladder_point,boss_point,crusade_point,arena_point,worth,disabled,buff,set_id,item_info,model,hero_limit,model_level,max_socket,level_limit,rank_limit,hero_grade_limit,hero_level_limit,invasion_point
#gauntlet_3A,철인의 좌수,철인의 혼이 담겨져 있다는 왼손 장갑입니다,,parts,,magic,3,gauntlet_3A,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#gauntlet_3B,철인의 우수,철인의 혼이 담겨져 있다는 오른손 장갑입니다,,parts,,magic,3,gauntlet_3B,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#gauntlet_4A,초인의 좌수,초인의 비법이 담겨져 있다는 왼쪽 장갑입니다,,parts,,rare,4,gauntlet_4A,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#gauntlet_4B,초인의 우수,초인의 힘이 담겨 있다는 오른쪽 장갑입니다,,parts,,rare,4,gauntlet_4B,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#gauntlet_4C,초인의 뿔,초인의 혼이 담겨 있다는 뿔입니다,,parts,,rare,4,gauntlet_4C,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#gauntlet_5A,영웅의 좌수,영웅의 비기가 담겨져 있다는 왼쪽 장갑입니다,,parts,,unique,5,gauntlet_5A,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#gauntlet_5B,영웅의 우수,영웅의 힘이 담겨 있다는 오른쪽 장갑입니다,,parts,,unique,5,gauntlet_5B,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#gauntlet_5C,영웅의 칼날,영웅의 혼이 담겨 있다는 칼날입니다,,parts,,unique,5,gauntlet_5C,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#gauntlet_6A,신화의 좌수,신화의 비기가 담겨져 있다는 왼쪽 장갑입니다,,parts,,hero,6,gauntlet_6A,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#gauntlet_6B,신화의 우수,신화의 마음이 담겨져 있다는 오른쪽 장갑입니다,,parts,,hero,6,gauntlet_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#gauntlet_6C,신화의 발톱,신화의 정신이 담겨 있다는 발톱입니다,,parts,,hero,6,gauntlet_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#gauntlet_7A,치우의 좌수,치우의 정신이 담겨져 있다는 왼쪽 장갑입니다,,parts,,legend,7,gauntlet_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#gauntlet_7B,치우의 우수,치우의 마음이 담겨져 있다는 오른쪽 장갑입니다,,parts,,legend,7,gauntlet_7B,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#gauntlet_7C,치우의 상,치우의 혼이 담겨 있다는 장식입니다,,parts,,legend,7,gauntlet_7C,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#dual_2A,파괴의 권,파괴의 힘을 담은 건곤권의 기본 몸체입니다,,parts,,normal,2,dual_2A,,,,10,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
#dual_3A,폭풍의 만곡인,폭풍의 힘을 담은 만곡도의 칼날입니다,,parts,,magic,3,dual_3A,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#dual_3B,폭풍의 만곡도 손잡이,폭풍의 힘을 담은 만곡도의 손잡이입니다,,parts,,magic,3,dual_3B,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#dual_4A,뇌의 도끼 날,뇌전의 힘을 담은 도끼의 날입니다,,parts,,rare,4,dual_4A,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#dual_4B,우의 도끼 봉,비의 힘을 담은 도끼의 손잡이입니다,,parts,,rare,4,dual_4B,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#dual_4C,천의 부적,두 기운을 어울리게 만들 부적입니다,,parts,,rare,4,dual_4C,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#dual_5A,벽력의 날,벽력의 기운을 담은 도끼의 날입니다,,parts,,unique,5,dual_5A,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#dual_5B,벽력의 보호,벽력의 기운에게서 주인을 보호할 손잡이입니다,,parts,,unique,5,dual_5B,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#dual_5C,벽력의 장식,벽력의 기운을 더욱 강화하는 부적입니다,,parts,,unique,5,dual_5C,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#dual_6A,붕괴의 철,붕괴의 힘을 담은 철퇴의 머리 부분입니다,,parts,,hero,6,dual_6A,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#dual_6B,붕괴의 철봉,사용자의 힘을 붕괴의 힘으로 변환할 철퇴의 손잡이입니다,,parts,,hero,6,dual_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#dual_6C,붕괴의 부적,붕괴의 힘을 더욱 증폭시킬 부적입니다,,parts,,hero,6,dual_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#dual_7A,암흑의 묵철,세상에서 가장 무겁다는 암흑의 묵철로 만든 철퇴의 머리 부분입니다,,parts,,legend,7,dual_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#dual_7B,암흑의 손잡이,사용자의 힘을 암흑의 힘으로 변환할 철퇴의 손잡이입니다,,parts,,legend,7,dual_7B,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#dual_7C,암흑의 부적,암흑의 힘을 더욱 증폭시킬 부적입니다,,parts,,legend,7,dual_7C,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#spear_2A,청랑의 이빨,푸른 늑대의 이빨을 갈아 만든 창날입니다,,parts,,normal,2,spear_2A,,,,10,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
#spear_3A,기린의 뿔,기린의 뿔을 갈아 만든 창날입니다,,parts,,magic,3,spear_3A,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#spear_3B,기린의 봉,기린의 뼈로 만든 창봉입니다,,parts,,magic,3,spear_3B,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#spear_4A,사자의 이빨,사자의 이빨을 갈아 만든 창날입니다,,parts,,rare,4,spear_4A,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#spear_4B,사자의 봉,사자의 뼈로 만든 창봉입니다,,parts,,rare,4,spear_4B,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#spear_4C,사자의 준,사자의 심장으로 만든 창준입니다,,parts,,rare,4,spear_4C,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#spear_5A,대붕의 발톱,대붕의 발톱을 갈아 만든 창날입니다,,parts,,unique,5,spear_5A,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#spear_5B,대붕의 봉,대붕의 뼈로 만든 창봉입니다,,parts,,unique,5,spear_5B,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#spear_5C,대붕의 깃털,대붕의 깃털로 만든 장식입니다,,parts,,unique,5,spear_5C,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#spear_6A,비호의 이빨,비호의 이빨을 갈아 만든 창날입니다,,parts,,hero,6,spear_6A,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#spear_6B,비호의 봉,비호의 뼈로 만든 창봉입니다,,parts,,hero,6,spear_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#spear_6C,비호의 부적,비호의 심장으로 만든 장식입니다,,parts,,hero,6,spear_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#spear_7A,천룡의 발톱,천룡의 발톱을 갈아 만든 창날입니다,,parts,,legend,7,spear_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#spear_7B,천룡의 봉,천룡의 뼈로 만든 창봉입니다,,parts,,legend,7,spear_7B,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#spear_7C,천룡의 부적,천룡의 피로 쓴 부적입니다,,parts,,legend,7,spear_7C,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#sword_2A,전투의 증표,오랜 전투 끝에 갈라지고 새롭게 벼려진 전투의 칼날입니다,,parts,,normal,2,sword_2A,,,,10,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
#sword_3A,명장의 칼날,이름있는 명장이 담금질하고 전투로 벼려진 명검의 칼날입니다,,parts,,magic,3,sword_3A,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#sword_3B,명검의 손잡이,이름있는 명장의 손길이 담긴 손잡이입니다,,parts,,magic,3,sword_3B,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#sword_4A,저주의 칼날,피로 담금질되고 수많은 대장장이의 손을 거쳐 탄생한 칼날입니다,,parts,,rare,4,sword_4A,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#sword_4B,마검의 손잡이,수많은 전투로 닳고 부서진 손잡이가 자연스럽게 사용자의 손에 맞게 됩니다,,parts,,rare,4,sword_4B,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#sword_4C,저주의 장식,수많은 군인들의 손에서 손으로 건네진 생존의 표식입니다,,parts,,rare,4,sword_4C,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#sword_5A,정복의 칼날,정복 군주의 기치를 높이 달기 위해 제작된 강하나 칼날입니다,,parts,,unique,5,sword_5A,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#sword_5B,패왕의 손잡이,패왕의 손에서 익은 무적의 손잡이입니다,,parts,,unique,5,sword_5B,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#sword_5C,정복의 부적,패왕의 힘을 담은 부적입니다,,parts,,unique,5,sword_5C,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#sword_6A,천하의 칼날,용암과 파도로 담금질되고 뇌적과 벽력으로 정련된 천하의 검날입니다,,parts,,hero,6,sword_6A,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#sword_6B,천하의 손잡이,자연의 힘으로 탄생한 기암괴석의 일부로 만들어진 손잡이입니다,,parts,,hero,6,sword_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#sword_6C,천하제일 부적,천하제일인을 꿈꾸던 영웅들의 뜻이 모여 만들어진 염원의 부적입니다,,parts,,hero,6,sword_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#sword_7A,천외의 칼날,외계에서 날아온 돌이 갈라져 나온 예리한 칼날입니다,,parts,,legend,7,sword_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#sword_7B,신성한 손잡이,심해에서 발견된 의문의 조각에서 떨어져 나온 검의 손잡이입니다,,parts,,legend,7,sword_7B,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#sword_7C,거룩한 부적,만년설의 산 정상에서 발견된 의문의 부적입니다,,parts,,legend,7,sword_7C,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#bow_2A,강족의 궁대,강족이 사용하는 철로된 활 대입니다,,parts,,normal,2,bow_2A,,,,10,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
#bow_3A,흉노의 궁대,융노족이 사용하는 기이하게 생긴 활 대입니다,,parts,,magic,3,bow_3A,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#bow_3B,기궁의 전동,기묘하게 생긴 궁에 맞는 화살집입니다,,parts,,magic,3,bow_3B,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#bow_4A,남만의 교궁대,남만의 교룡목이라는 꼬인 형태의 나무로 만들어진 활 대입니다,,parts,,rare,4,bow_4A,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#bow_4B,만궁의 전동,만궁에 맞는 화살집입니다,,parts,,rare,4,bow_4B,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#bow_4C,남만의 화살,만궁에 맞게 탄력을 받아 더욱 비거리를 늘린 화살입니다,,parts,,rare,4,bow_4C,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#bow_5A,부여의 각대,부여족이 사용하던 물소 뿔로 만들어진 활 대입니다,,parts,,unique,5,bow_5A,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#bow_5B,각궁의 시복,각궁에 맞게 만들어진 화살집입니다,,parts,,unique,5,bow_5B,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#bow_5C,부여의 화살,각궁의 힘을 최대한 이용하도록 설계된 부여의 화살입니다,,parts,,unique,5,bow_5C,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#bow_6A,동이의 궁대,각궁을 기반으로 여러가지 재료로 각각 다른 부분을 강화한 복합궁입니다,,parts,,hero,6,bow_6A,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#bow_6B,맥궁의 전채,맥궁에 사용될 특수 화살을 담을 화살 집입니다,,parts,,hero,6,bow_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#bow_6C,동이의 화살,복합궁의 위력을 최대한 살려서 관통력을 높힌 화살입니다,,parts,,hero,6,bow_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#bow_7A,후예의 궁대,태양을 쏘아 떨어뜨린 후예가 사용해다고 하는 활의 대입니다,,parts,,legend,7,bow_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#bow_7B,신궁의 화살집,태양을 쏜 화살을 담을 수 있게 설계된 화살집입니다,,parts,,legend,7,bow_7B,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#bow_7C,후예의 화살,태양을 쏘아 떨어뜨린 화살로 엄청난 관통력을 자랑합니다,,parts,,legend,7,bow_7C,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#crossbow_2A,장인의 연노궁,장인의 노력으로 탄생한 연노의 활 부분입니다,,parts,,normal,2,crossbow_2A,,,,10,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
#crossbow_3A,명장의 연노궁,명장의 땀이 배인 연노의 활 부분입니다,,parts,,magic,3,crossbow_3A,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#crossbow_3B,명장의 전갑,명장의 비법이 담긴 화살통과 재장전 부위입니다,,parts,,magic,3,crossbow_3B,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#crossbow_4A,막야의 연노궁,막야의 신기로 만들어진 탄력성 좋은 연노의 활 부분입니다,,parts,,rare,4,crossbow_4A,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#crossbow_4B,막야의 전갑,막야의 정성으로 만들어 진 화살통과 재장전 부위입니다,,parts,,rare,4,crossbow_4B,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#crossbow_4C,막야의 연노탄,막야가 제련한 철로 만들어진 연노에 사용되는 화살입니다,,parts,,rare,4,crossbow_4C,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#crossbow_5A,간장의 연노궁,간장의 신기로 만들어진 탄력성 좋은 연노의 활 부분입니다,,parts,,unique,5,crossbow_5A,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#crossbow_5B,간장의 전갑,간장의 정성으로 만들어 진 화살통과 재장전 부위입니다,,parts,,unique,5,crossbow_5B,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#crossbow_5C,간장의 연노탄,간장이 제련한 철로 만들어진 연노에 사용되는 화살입니다,,parts,,unique,5,crossbow_5C,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#crossbow_6A,구야자의 연노궁,구야자의 신기로 만들어진 탄력성 좋은 연노의 활 부분입니다,,parts,,hero,6,crossbow_6A,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#crossbow_6B,구야자의 전갑,구야자의 정성으로 만들어 진 화살통과 재장전 부위입니다,,parts,,hero,6,crossbow_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#crossbow_6C,구야자의 연노탄,구야자가 제련한 철로 만들어진 연노에 사용되는 화살입니다,,parts,,hero,6,crossbow_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#crossbow_7A,화덕진군의 연노궁,화덕진군의 신기로 만들어진 탄력성 좋은 연노의 활 부분입니다,,parts,,legend,7,crossbow_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#crossbow_7B,화덕진군의 전갑,화덕진군의 정성으로 만들어 진 화살통과 재장전 부위입니다,,parts,,legend,7,crossbow_7B,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#crossbow_7C,화덕진군의 연노탄,화덕진군이 제련한 철로 만들어진 연노에 사용되는 화살입니다,,parts,,legend,7,crossbow_7C,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#staff_2A,학사의 손잡이,학사의 채찍에 쓰일 수 있는 가죽 손잡이 입니다,,parts,,normal,2,staff_2A,,,,10,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
#staff_3A,학자의 우산살,선비의 기상을 상징하는 대나무로 만들어진 우산살입니다,,parts,,magic,3,staff_3A,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#staff_3B,학자의 우산포,선비의 기상을 상징하는 대나무의 잎으로 만들어진 우산 덮개입니다,,parts,,magic,3,staff_3B,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#staff_4A,도사의 흘봉,도사의 흘에 사용되는 봉입니다,,parts,,rare,4,staff_4A,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#staff_4B,도사의 흘준,도사의 흘을 장신하는 끝부분의 준입니다,,parts,,rare,4,staff_4B,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#staff_4C,도사의 보석,도사의 힘이 담긴 보석입니다,,parts,,rare,4,staff_4C,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#staff_5A,선자의 봉,선자의 힘을 담아 만든 봉입니다,,parts,,unique,5,staff_5A,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#staff_5B,선자의 장식,선자의 정신 세계를 표현한 아름다운 장식입니다,,parts,,unique,5,staff_5B,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#staff_5C,선자의 부적,선자의 깨달음을 담은 부적입니다,,parts,,unique,5,staff_5C,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#staff_6A,선인의 봉,선인의 기를 담은 봉입니다,,parts,,hero,6,staff_6A,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#staff_6B,선인의 장식,선인의 봉을 장식하기 위해 만들어진 신비한 장식입니다,,parts,,hero,6,staff_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#staff_6C,선인의 용두,선인의 힘으로 굴복시킨 용의 힘이 담긴 용머리 장식입니다,,parts,,hero,6,staff_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#staff_7A,신선의 봉,신선이 되면서 남기고간 봉입니다,,parts,,legend,7,staff_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#staff_7B,신선의 선두,신선이 되어서 깨달음으로 만든 지팡이의 머리 부분입니다,,parts,,legend,7,staff_7B,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#staff_7C,신선의 장식,신선이 되고 흔적삼아 남긴 신비한 장식입니다,,parts,,legend,7,staff_7C,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#instrument_2A,시선의 소리통,시선의 대고의 근간이 되는 소리 울림통입니다,,parts,,normal,2,instrument_2A,,,,10,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
#instrument_3A,폐월의 비파통,폐월 초선의 아름다움이 담긴 비파 몸체입니다,,parts,,magic,3,instrument_3A,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#instrument_3B,초선의 직경,초선의 지혜가 담긴 비파의 머리 부분입니다,,parts,,magic,3,instrument_3B,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#instrument_4A,침어의 호고,침어 서시의 원혼이 담긴 작은 호고의 울림통입니다,,parts,,rare,4,instrument_4A,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#instrument_4B,서시의 직경,서시의 아름다움에 반한 천년묵은 나무의 가지로 만들어진 호금의 머리 부분,,parts,,rare,4,instrument_4B,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#instrument_4C,호금의 장식,서시의 아름다움을 담아 명장이 만들었다는 호금의 장식,,parts,,rare,4,instrument_4C,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#instrument_5A,낙안의 고금체,낙안 왕소군이 흉노로 가기전에 탔다던 금의 몸체입니다,,parts,,unique,5,instrument_5A,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#instrument_5B,소군의 금량,왕소군이 흉노로 가서 남들었다는 금의 지지대입니다,,parts,,unique,5,instrument_5B,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#instrument_5C,고금의 장식,왕소군의 미모를 기려 후대의 명장이 만들었다는 장식입니다,,parts,,unique,5,instrument_5C,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#instrument_6A,수화의 박,수화 양옥환의 고향에서 캔 박으로 만든 호로사의 몸체입니다,,parts,,hero,6,instrument_6A,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#instrument_6B,귀비의 피리,양귀비가 살아 생전 즐겨 불었다던 피리입니다,,parts,,hero,6,instrument_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#instrument_6C,호로사의 장식,양귀비를 사모한 명장이 만들어서 보낸 호로사의 장식입니다,,parts,,hero,6,instrument_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#instrument_7A,항아의 완체,월궁에서 만들어진 항아의 악기 완의 몸체입니다,,parts,,legend,7,instrument_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
